,s1,s2,s3,s4,target
7872,1585.87,1399.9,2388.01,47.01,2388.04
7873,1585.33,1398.75,2388.05,47.29,2388.0
7874,1588.91,1410.01,2388.02,47.22,2388.04
7875,1577.37,1398.79,2388.02,47.39,2388.03
7876,1584.74,1406.36,2387.98,47.26,2388.0
7877,1586.37,1400.62,2388.09,47.0,2387.98
7878,1587.74,1399.86,2388.05,47.3,2388.03
7879,1586.43,1390.39,2387.99,47.37,2387.97
7880,1584.27,1397.37,2388.04,47.52,2388.03
7881,1593.66,1392.76,2388.04,47.18,2388.01
7882,1591.66,1398.37,2387.98,47.45,2388.02
7883,1583.3,1402.08,2387.99,47.35,2388.0
7884,1585.0,1398.72,2388.0,47.18,2388.05
7885,1587.08,1395.29,2388.02,47.34,2388.05
7886,1576.83,1403.8,2387.98,47.26,2387.94
7887,1585.19,1398.85,2387.99,47.19,2388.03
7888,1583.41,1400.66,2388.03,47.38,2388.02
7889,1583.89,1399.08,2388.01,47.47,2388.01
7890,1587.47,1397.3,2388.01,47.3,2388.07
7891,1587.24,1396.98,2388.02,47.3,2388.01
7892,1592.68,1397.86,2388.03,47.29,2388.02
7893,1594.09,1415.21,2388.06,47.32,2388.0
7894,1578.47,1406.24,2388.05,47.36,2388.02
7895,1589.73,1400.06,2388.03,47.26,2388.03
7896,1583.86,1404.21,2387.98,47.29,2388.01
7897,1586.55,1400.07,2388.02,47.37,2388.0
7898,1581.44,1398.11,2388.1,47.21,2388.05
7899,1588.95,1399.17,2388.06,47.15,2387.99
7900,1596.15,1408.89,2388.02,47.1,2388.04
7901,1583.46,1401.28,2388.08,47.34,2388.06
7902,1581.49,1401.89,2388.01,47.39,2388.05
7903,1589.77,1398.42,2388.06,47.1,2388.02
7904,1585.32,1404.53,2388.02,47.17,2388.05
7905,1574.75,1404.14,2388.03,47.34,2388.0
7906,1584.14,1399.08,2388.05,47.45,2388.04
7907,1594.1,1403.61,2388.02,47.29,2388.05
7908,1588.62,1404.47,2388.03,47.36,2388.05
7909,1582.52,1390.03,2388.02,47.44,2388.04
7910,1587.45,1405.65,2388.04,47.4,2388.0
7911,1591.37,1398.48,2388.01,47.48,2388.04
7912,1585.28,1403.97,2388.03,47.21,2387.97
7913,1583.29,1398.25,2388.0,47.26,2388.04
7914,1585.96,1403.46,2387.98,47.39,2388.02
7915,1593.36,1403.89,2388.01,47.38,2387.98
7916,1580.98,1400.1,2388.04,47.36,2388.01
7917,1585.5,1391.57,2388.01,47.42,2388.06
7918,1592.2,1402.3,2388.08,47.21,2388.02
7919,1581.17,1399.7,2388.02,47.18,2388.04
7920,1581.02,1406.45,2388.04,47.18,2388.07
7921,1584.33,1402.66,2388.01,47.26,2388.02
7922,1590.74,1403.21,2388.01,47.37,2387.99
7923,1584.77,1401.43,2388.02,47.35,2388.06
7924,1585.08,1398.2,2387.93,47.19,2388.05
7925,1597.59,1406.99,2388.1,47.38,2388.01
7926,1588.91,1404.61,2388.03,47.38,2388.09
7927,1583.21,1407.7,2388.03,47.33,2388.08
7928,1585.52,1406.22,2388.04,47.31,2388.07
7929,1588.69,1406.73,2388.01,47.3,2387.97
7930,1586.0,1412.53,2388.02,47.34,2388.06
7931,1587.36,1405.95,2388.04,47.22,2388.04
7932,1585.43,1406.36,2388.03,47.34,2388.03
7933,1586.82,1405.84,2388.04,47.54,2388.0
7934,1585.81,1395.54,2388.09,47.56,2388.07
7935,1589.77,1406.41,2388.01,47.26,2388.02
7936,1585.93,1401.59,2388.04,47.43,2388.08
7937,1585.89,1395.67,2388.04,47.49,2388.03
7938,1589.31,1405.26,2388.02,47.57,2388.1
7939,1587.88,1393.8,2388.05,47.49,2388.05
7940,1582.15,1402.18,2388.02,47.21,2388.01
7941,1591.14,1403.87,2388.07,47.43,2388.01
7942,1584.14,1404.49,2388.0,47.3,2388.09
7943,1584.74,1407.69,2388.07,47.17,2388.05
7944,1586.06,1398.44,2388.06,47.38,2388.07
7945,1585.47,1412.08,2388.04,47.4,2388.01
7946,1583.15,1400.21,2388.0,47.3,2388.07
7947,1591.09,1408.33,2387.97,47.51,2388.0
7948,1583.8,1403.33,2388.06,47.5,2388.02
7949,1595.06,1406.41,2388.03,47.42,2388.07
7950,1584.56,1405.34,2388.05,47.57,2387.99
7951,1583.8,1401.41,2388.0,47.46,2388.09
7952,1582.78,1402.07,2388.05,47.29,2388.04
7953,1590.67,1411.28,2388.03,47.38,2387.98
7954,1586.66,1406.71,2387.99,47.19,2388.05
7955,1589.53,1404.81,2388.06,47.56,2388.07
7956,1585.34,1403.7,2388.04,47.23,2388.07
7957,1593.33,1405.44,2388.03,47.51,2388.08
7958,1580.2,1409.9,2388.02,47.25,2388.07
7959,1590.65,1404.59,2387.98,47.4,2388.05
7960,1592.81,1405.24,2388.08,47.48,2388.06
7961,1592.89,1410.61,2388.06,47.15,2388.05
7962,1590.52,1400.78,2388.05,47.44,2388.08
7963,1587.16,1405.0,2388.07,47.35,2388.04
7964,1592.59,1400.2,2388.05,47.39,2388.05
7965,1586.41,1405.88,2388.01,47.43,2388.09
7966,1583.27,1401.32,2388.1,47.36,2387.98
7967,1586.44,1407.36,2388.02,47.59,2388.07
7968,1593.62,1407.71,2388.05,47.42,2388.02
7969,1583.18,1399.27,2388.09,47.34,2387.99
7970,1586.68,1407.37,2388.06,47.49,2388.03
7971,1585.78,1408.99,2388.06,47.66,2388.08
7972,1593.33,1407.71,2388.05,47.37,2388.11
7973,1588.61,1409.34,2388.05,47.43,2388.06
7974,1591.03,1409.11,2388.06,47.45,2387.97
7975,1595.44,1410.32,2388.1,47.7,2388.04
7976,1592.7,1413.37,2388.06,47.3,2388.04
7977,1593.76,1407.4,2388.09,47.58,2388.09
7978,1590.68,1408.85,2388.1,47.45,2388.08
7979,1585.28,1404.21,2388.03,47.59,2388.05
7980,1594.44,1413.32,2388.09,47.5,2388.07
7981,1592.1,1403.18,2388.1,47.74,2388.06
7982,1597.51,1408.85,2388.01,47.7,2388.08
7983,1592.73,1413.18,2388.08,47.55,2388.12
7984,1593.13,1409.84,2388.02,47.49,2388.06
7985,1595.89,1409.44,2388.07,47.86,2388.05
7986,1589.33,1407.25,2388.09,47.58,2388.07
7987,1598.11,1410.54,2388.09,47.65,2388.09
7988,1598.88,1409.36,2388.02,47.61,2388.03
7989,1596.59,1413.97,2388.02,47.65,2388.07
7990,1586.58,1409.72,2388.14,47.47,2388.07
7991,1590.1,1408.81,2388.06,47.41,2388.11
7992,1589.84,1411.28,2388.06,47.47,2388.1
7993,1597.34,1413.42,2388.08,47.67,2388.09
7994,1594.28,1412.46,2388.09,47.51,2388.07
7995,1589.34,1407.76,2388.09,47.78,2388.01
7996,1591.17,1405.76,2388.02,47.48,2388.1
7997,1594.37,1415.16,2388.11,47.74,2388.1
7998,1586.63,1413.04,2388.08,47.54,2388.06
7999,1585.76,1410.72,2388.07,47.7,2388.05
8000,1595.91,1416.94,2388.04,47.6,2388.02
8001,1589.53,1408.97,2388.11,47.71,2388.09
8002,1590.16,1414.19,2388.07,47.72,2388.08
8003,1587.66,1410.69,2388.08,47.78,2388.11
8004,1590.5,1416.75,2388.1,47.49,2388.06
8005,1595.51,1411.95,2388.14,47.82,2388.08
8006,1597.78,1417.32,2388.08,47.55,2388.07
8007,1598.58,1413.15,2388.11,47.77,2388.11
8008,1591.14,1409.14,2388.08,47.74,2388.09
8009,1601.58,1414.72,2388.13,47.9,2388.11
8010,1590.27,1414.12,2388.06,47.97,2388.12
8011,1595.82,1418.46,2388.08,47.65,2388.11
8012,1595.98,1420.22,2388.13,47.72,2388.15
8013,1598.42,1420.56,2388.14,47.84,2388.12
8014,1598.57,1421.09,2388.11,47.82,2388.11
8015,1597.18,1421.2,2388.08,47.52,2388.09
8016,1598.63,1415.36,2388.13,47.8,2388.11
8017,1593.07,1418.73,2388.12,47.85,2388.11
8018,1595.21,1419.76,2388.15,47.72,2388.04
8019,1594.57,1422.46,2388.13,47.77,2388.09
8020,1596.48,1421.22,2388.08,47.82,2388.11
8021,1600.51,1414.8,2388.13,47.77,2388.07
8022,1599.12,1419.88,2388.08,47.86,2388.11
8023,1596.67,1416.36,2388.11,47.87,2388.08
8024,1592.09,1419.63,2388.09,47.84,2388.14
8025,1593.26,1421.77,2388.16,47.86,2388.08
8026,1596.2,1416.68,2388.15,47.96,2388.1
8027,1594.17,1417.11,2388.12,47.92,2388.14
8028,1594.8,1424.74,2388.16,47.81,2388.15
8029,1598.1,1421.35,2388.15,47.98,2388.15
8030,1600.74,1415.37,2388.12,48.03,2388.12
8031,1599.01,1419.32,2388.15,47.87,2388.14
8032,1601.51,1420.83,2388.12,47.99,2388.13
8033,1599.48,1428.41,2388.19,47.95,2388.1
8034,1597.54,1422.52,2388.18,48.15,2388.12
8035,1597.65,1421.63,2388.16,48.19,2388.15
8036,1601.42,1429.42,2388.15,48.06,2388.12
8037,1603.06,1423.13,2388.15,48.25,2388.15
8038,1605.82,1434.97,2388.15,48.32,2388.17
8039,1602.54,1431.63,2388.18,48.03,2388.17
8040,1610.3,1423.4,2388.22,48.17,2388.19
8041,1603.91,1428.74,2388.16,48.34,2388.17
8042,1580.46,1394.47,2388.08,47.38,2388.03
8043,1588.76,1400.28,2388.08,47.1,2388.0
8044,1590.3,1405.86,2388.08,47.46,2388.05
8045,1588.84,1402.98,2387.98,47.27,2388.02
8046,1590.78,1403.11,2387.98,47.34,2388.05
8047,1589.8,1402.05,2388.03,47.43,2387.99
8048,1581.98,1403.07,2388.08,47.27,2387.98
8049,1591.28,1400.34,2388.05,47.42,2387.99
8050,1584.98,1403.2,2388.02,47.26,2388.07
8051,1586.76,1399.21,2388.05,47.4,2388.06
8052,1585.34,1407.86,2388.09,47.37,2388.04
8053,1587.0,1408.09,2388.04,47.43,2388.01
8054,1587.9,1404.46,2388.01,47.37,2388.07
8055,1584.05,1407.37,2388.02,47.19,2388.04
8056,1583.8,1405.38,2388.03,47.32,2388.01
8057,1584.39,1402.89,2388.07,47.3,2388.03
8058,1586.78,1407.31,2388.03,47.33,2388.04
8059,1590.23,1403.38,2388.0,47.24,2388.01
8060,1589.2,1396.44,2388.0,47.37,2388.0
8061,1585.53,1405.74,2388.05,47.35,2388.04
8062,1589.6,1401.32,2388.04,47.04,2388.01
8063,1582.14,1395.81,2388.02,47.27,2388.09
8064,1588.97,1399.29,2388.02,47.25,2388.06
8065,1591.16,1398.86,2388.01,47.4,2388.01
8066,1589.23,1400.98,2388.06,47.43,2388.0
8067,1590.99,1402.15,2388.04,47.26,2388.08
8068,1586.81,1397.25,2388.07,47.22,2388.0
8069,1594.31,1403.94,2388.03,47.24,2388.0
8070,1591.81,1399.87,2388.04,47.17,2388.03
8071,1587.38,1399.82,2388.09,47.34,2388.0
8072,1590.14,1406.62,2388.03,47.31,2388.04
8073,1587.18,1407.89,2388.08,47.34,2388.03
8074,1583.36,1399.88,2388.06,47.57,2388.01
8075,1585.62,1401.65,2388.09,47.26,2388.05
8076,1591.3,1401.11,2388.05,47.18,2388.01
8077,1582.64,1401.59,2388.05,47.31,2388.07
8078,1586.15,1398.96,2388.08,47.3,2388.07
8079,1583.79,1400.8,2388.04,47.25,2388.09
8080,1596.48,1406.29,2388.05,47.27,2388.02
8081,1590.29,1398.87,2388.1,47.41,2388.0
8082,1583.74,1402.36,2388.08,47.32,2388.04
8083,1591.51,1394.88,2387.93,47.3,2388.03
8084,1586.44,1397.3,2388.05,47.34,2388.03
8085,1586.05,1402.05,2388.0,47.28,2388.05
8086,1589.3,1400.26,2388.07,47.45,2388.04
8087,1582.95,1402.15,2388.06,47.44,2388.1
8088,1584.57,1409.7,2388.04,47.3,2388.07
8089,1579.85,1398.01,2388.03,47.29,2388.03
8090,1587.29,1402.59,2388.04,47.39,2388.06
8091,1589.03,1398.57,2388.07,47.31,2388.02
8092,1578.23,1399.31,2388.07,47.24,2388.06
8093,1583.53,1400.06,2388.0,47.35,2388.1
8094,1585.26,1401.36,2388.04,47.41,2388.01
8095,1591.28,1406.55,2388.05,47.35,2387.97
8096,1592.06,1401.41,2388.02,47.26,2388.07
8097,1580.95,1401.12,2388.07,47.29,2388.06
8098,1586.81,1407.54,2387.98,47.57,2388.02
8099,1582.29,1407.56,2388.05,47.42,2388.03
8100,1585.21,1406.69,2388.05,47.35,2388.01
8101,1584.22,1404.46,2388.04,47.37,2388.01
8102,1584.67,1403.87,2388.08,47.38,2388.05
8103,1581.89,1404.65,2388.06,47.47,2388.07
8104,1593.19,1398.8,2388.02,47.42,2388.06
8105,1587.81,1397.83,2388.05,47.41,2388.09
8106,1596.28,1403.63,2388.07,47.36,2388.05
8107,1588.37,1404.1,2388.03,47.41,2388.05
8108,1589.87,1402.71,2388.04,47.48,2388.04
8109,1583.74,1402.35,2388.03,47.32,2388.05
8110,1587.11,1408.68,2388.07,47.38,2388.08
8111,1587.66,1404.95,2388.05,47.36,2388.04
8112,1585.49,1398.67,2388.03,47.28,2388.04
8113,1592.41,1405.07,2388.05,47.31,2388.07
8114,1586.44,1408.1,2388.05,47.47,2388.03
8115,1597.06,1403.97,2388.08,47.56,2388.09
8116,1587.86,1405.22,2388.01,47.5,2388.07
8117,1587.75,1398.63,2388.05,47.28,2388.09
8118,1582.92,1398.4,2388.0,47.25,2388.01
8119,1583.65,1404.35,2388.03,47.44,2388.05
8120,1591.8,1406.7,2388.06,47.6,2388.03
8121,1593.28,1406.18,2388.05,47.36,2388.01
8122,1592.02,1402.4,2388.1,47.35,2388.07
8123,1589.29,1399.06,2388.04,47.46,2388.06
8124,1589.53,1404.95,2388.05,47.42,2388.07
8125,1582.3,1406.94,2388.05,47.33,2388.01
8126,1580.62,1402.36,2388.07,47.41,2388.02
8127,1582.91,1407.56,2388.1,47.49,2388.09
8128,1585.71,1405.89,2388.03,47.46,2388.05
8129,1587.33,1404.17,2388.06,47.38,2388.09
8130,1585.22,1406.99,2388.03,47.23,2388.08
8131,1595.14,1404.58,2388.08,47.33,2388.03
8132,1587.04,1404.74,2388.07,47.27,2388.04
8133,1590.07,1398.73,2388.08,47.28,2388.05
8134,1593.89,1408.3,2388.03,47.13,2388.04
8135,1584.26,1406.39,2388.1,47.31,2388.06
8136,1591.8,1407.3,2388.05,47.55,2388.08
8137,1587.78,1401.27,2388.1,47.36,2388.09
8138,1591.34,1407.65,2388.05,47.6,2388.06
8139,1581.53,1409.05,2388.03,47.45,2388.13
8140,1589.53,1400.96,2388.09,47.47,2388.03
8141,1583.36,1415.23,2388.08,47.5,2388.11
8142,1587.48,1409.67,2388.08,47.4,2388.05
8143,1586.97,1402.73,2388.05,47.47,2388.12
8144,1586.53,1401.47,2388.05,47.42,2388.08
8145,1592.21,1404.26,2388.08,47.28,2388.04
8146,1581.77,1409.14,2388.03,47.43,2388.09
8147,1587.62,1399.94,2388.08,47.33,2388.09
8148,1586.9,1408.89,2388.08,47.5,2388.05
8149,1594.0,1412.22,2388.05,47.55,2388.09
8150,1589.48,1405.58,2388.1,47.55,2388.1
8151,1593.36,1405.16,2388.04,47.44,2388.09
8152,1589.33,1401.7,2388.12,47.64,2388.09
8153,1588.23,1396.6,2388.12,47.54,2388.12
8154,1589.67,1403.83,2388.08,47.49,2388.09
8155,1583.95,1405.41,2388.05,47.54,2388.1
8156,1585.6,1406.2,2388.07,47.37,2388.1
8157,1589.76,1414.6,2388.15,47.57,2388.1
8158,1592.52,1407.65,2388.08,47.57,2388.08
8159,1591.1,1408.11,2388.1,47.29,2388.09
8160,1586.32,1404.92,2388.04,47.53,2388.1
8161,1596.01,1416.27,2388.07,47.46,2387.99
8162,1592.27,1404.85,2388.03,47.54,2388.06
8163,1592.26,1406.48,2388.09,47.43,2388.11
8164,1592.74,1413.88,2388.15,47.71,2388.06
8165,1592.74,1401.82,2388.13,47.46,2388.16
8166,1587.76,1406.45,2388.11,47.51,2388.12
8167,1592.25,1402.32,2388.03,47.4,2388.09
8168,1591.56,1406.38,2388.07,47.63,2388.02
8169,1582.39,1405.36,2388.14,47.54,2388.14
8170,1588.49,1410.67,2388.08,47.51,2388.12
8171,1600.61,1411.24,2388.12,47.45,2388.11
8172,1588.56,1409.57,2388.04,47.62,2388.1
8173,1591.43,1404.08,2388.17,47.46,2388.12
8174,1583.57,1410.27,2388.12,47.62,2388.09
8175,1595.38,1409.49,2388.15,47.6,2388.11
8176,1591.63,1405.53,2388.08,47.52,2388.08
8177,1591.21,1405.61,2388.12,47.68,2388.13
8178,1592.76,1411.66,2388.1,47.78,2388.12
8179,1589.98,1408.1,2388.1,47.7,2388.06
8180,1589.61,1405.22,2388.13,47.67,2388.13
8181,1594.72,1405.4,2388.12,47.66,2388.14
8182,1592.95,1410.81,2388.06,47.65,2388.13
8183,1597.92,1406.16,2388.11,47.4,2388.09
8184,1591.0,1417.38,2388.09,47.77,2388.18
8185,1587.89,1413.64,2388.11,47.72,2388.16
8186,1590.45,1410.01,2388.15,47.56,2388.13
8187,1593.48,1413.29,2388.1,47.78,2388.11
8188,1589.55,1414.34,2388.1,47.43,2388.07
8189,1584.66,1414.94,2388.12,47.77,2388.1
8190,1591.57,1415.65,2388.15,47.59,2388.1
8191,1594.3,1414.34,2388.14,47.72,2388.11
8192,1594.8,1416.34,2388.17,47.65,2388.12
8193,1583.45,1410.1,2388.11,47.52,2388.12
8194,1602.9,1414.02,2388.08,47.63,2388.15
8195,1594.16,1412.42,2388.1,47.67,2388.11
8196,1599.41,1409.98,2388.1,47.7,2388.15
8197,1597.49,1408.78,2388.13,47.81,2388.09
8198,1595.57,1410.3,2388.12,47.69,2388.1
8199,1596.1,1414.66,2388.19,47.67,2388.12
8200,1592.07,1408.06,2388.11,47.7,2388.12
8201,1591.42,1419.06,2388.14,47.96,2388.14
8202,1592.89,1414.18,2388.13,47.7,2388.12
8203,1591.29,1411.32,2388.17,47.73,2388.16
8204,1588.59,1415.74,2388.13,47.7,2388.17
8205,1595.72,1416.45,2388.17,47.7,2388.13
8206,1604.75,1410.85,2388.08,47.65,2388.16
8207,1588.22,1418.39,2388.14,47.79,2388.11
8208,1601.99,1418.51,2388.19,47.88,2388.13
8209,1585.85,1417.77,2388.13,47.87,2388.16
8210,1592.45,1419.87,2388.17,47.84,2388.18
8211,1603.25,1420.22,2388.19,47.73,2388.16
8212,1593.71,1416.96,2388.19,47.99,2388.17
8213,1595.04,1421.67,2388.13,47.98,2388.17
8214,1598.13,1416.72,2388.18,47.76,2388.16
8215,1595.19,1420.3,2388.23,47.87,2388.2
8216,1597.12,1425.55,2388.12,47.87,2388.2
8217,1598.07,1416.81,2388.17,47.72,2388.22
8218,1598.36,1421.39,2388.19,47.9,2388.21
8219,1602.19,1429.26,2388.15,47.94,2388.21
8220,1593.47,1422.85,2388.21,47.78,2388.17
8221,1594.16,1422.19,2388.21,47.9,2388.25
8222,1597.51,1423.19,2388.27,48.0,2388.15
8223,1594.91,1419.02,2388.24,48.14,2388.18
8224,1596.55,1420.31,2388.16,48.0,2388.27
8225,1595.57,1422.49,2388.2,47.97,2388.23
8226,1597.89,1424.57,2388.19,47.88,2388.26
8227,1593.94,1420.03,2388.18,47.99,2388.23
8228,1597.24,1420.56,2388.19,47.96,2388.26
8229,1595.16,1426.14,2388.15,47.98,2388.26
8230,1599.39,1425.11,2388.24,48.08,2388.2
8231,1596.25,1425.06,2388.26,48.14,2388.25
8232,1600.82,1429.17,2388.26,48.13,2388.26
8233,1591.52,1424.39,2388.23,47.94,2388.19
8234,1600.73,1423.5,2388.27,48.07,2388.29
8235,1598.79,1425.53,2388.22,48.13,2388.27
8236,1602.5,1428.71,2388.23,48.11,2388.24
8237,1597.41,1427.68,2388.29,47.97,2388.26
8238,1579.64,1392.51,2387.98,47.08,2388.04
8239,1582.02,1397.92,2388.05,47.22,2388.04
8240,1590.17,1402.59,2388.02,47.31,2387.99
8241,1579.53,1403.11,2388.0,47.24,2388.05
8242,1581.65,1396.1,2387.98,47.1,2388.04
8243,1579.15,1401.53,2388.03,47.24,2388.03
8244,1585.22,1399.35,2388.01,47.22,2388.04
8245,1587.14,1408.26,2388.02,47.24,2388.05
8246,1586.06,1402.13,2388.03,47.24,2388.06
8247,1582.86,1392.57,2388.0,47.23,2387.99
8248,1587.46,1392.9,2388.0,47.0,2388.0
8249,1580.83,1392.18,2388.06,47.33,2387.99
8250,1585.31,1396.87,2388.02,47.37,2388.01
8251,1586.26,1389.83,2388.02,47.17,2387.98
8252,1586.13,1401.37,2388.05,47.27,2388.03
8253,1584.97,1403.54,2388.04,47.14,2388.04
8254,1585.83,1391.52,2388.0,47.09,2388.04
8255,1583.02,1391.45,2388.0,47.2,2387.97
8256,1582.3,1397.75,2387.99,47.12,2388.01
8257,1582.62,1396.72,2388.0,47.24,2388.0
8258,1585.17,1406.47,2388.02,47.3,2388.03
8259,1585.31,1401.18,2388.04,47.27,2387.97
8260,1583.52,1397.37,2388.01,46.98,2388.06
8261,1580.87,1399.52,2388.01,47.36,2388.03
8262,1581.59,1396.5,2388.01,47.29,2388.04
8263,1587.18,1396.91,2388.0,47.35,2388.04
8264,1581.22,1402.89,2388.03,47.41,2388.02
8265,1590.76,1397.76,2388.04,47.15,2388.01
8266,1586.08,1399.45,2388.03,47.33,2388.01
8267,1586.0,1401.48,2388.05,47.09,2387.98
8268,1578.15,1395.89,2388.02,47.23,2388.01
8269,1587.17,1398.38,2388.05,47.31,2388.02
8270,1579.29,1400.17,2388.05,47.24,2388.06
8271,1580.3,1397.26,2388.03,47.14,2388.03
8272,1586.02,1394.03,2388.0,47.14,2387.99
8273,1586.2,1401.36,2388.02,47.12,2388.01
8274,1584.22,1401.09,2388.02,47.24,2388.02
8275,1587.69,1402.39,2388.08,47.37,2388.06
8276,1583.99,1402.98,2388.02,47.43,2388.0
8277,1582.71,1399.59,2388.02,47.46,2388.0
8278,1578.11,1395.35,2388.02,47.28,2388.04
8279,1590.56,1393.56,2388.07,47.25,2388.05
8280,1591.15,1401.26,2388.04,47.25,2388.0
8281,1587.39,1399.4,2387.96,47.31,2387.95
8282,1574.46,1397.69,2387.98,47.36,2387.99
8283,1592.46,1403.2,2388.08,47.19,2388.04
8284,1584.16,1397.52,2388.0,47.4,2388.04
8285,1588.77,1395.26,2387.99,47.26,2388.03
8286,1585.87,1399.86,2388.01,47.18,2388.08
8287,1581.7,1402.28,2388.04,47.24,2388.05
8288,1581.84,1404.44,2388.01,47.21,2388.05
8289,1579.57,1397.17,2388.0,47.13,2388.03
8290,1589.91,1393.86,2388.09,47.3,2387.98
8291,1589.72,1404.57,2388.0,47.27,2388.04
8292,1582.75,1394.98,2388.04,47.3,2388.04
8293,1588.22,1399.56,2388.04,47.36,2388.08
8294,1576.0,1392.25,2388.02,47.37,2387.98
8295,1577.23,1397.47,2388.06,47.11,2388.0
8296,1579.68,1404.68,2388.03,47.19,2388.0
8297,1578.91,1402.7,2388.05,47.3,2388.05
8298,1583.88,1393.56,2388.01,47.19,2388.04
8299,1585.66,1406.74,2388.01,47.3,2388.0
8300,1584.42,1408.87,2388.03,47.13,2388.04
8301,1590.79,1396.52,2387.98,47.25,2388.05
8302,1590.98,1395.71,2387.99,47.39,2388.02
8303,1588.61,1397.85,2388.02,47.32,2388.05
8304,1582.15,1396.13,2388.05,47.34,2388.05
8305,1587.95,1404.65,2388.0,47.29,2387.97
8306,1590.21,1395.47,2388.06,47.28,2388.05
8307,1587.33,1398.12,2388.09,47.25,2388.03
8308,1586.76,1398.33,2388.04,47.24,2388.03
8309,1587.55,1399.32,2388.01,47.33,2388.02
8310,1584.71,1398.09,2388.07,47.3,2388.03
8311,1586.7,1399.5,2388.11,47.34,2388.06
8312,1590.24,1405.31,2388.13,47.13,2388.04
8313,1589.92,1399.38,2388.06,47.25,2387.99
8314,1587.86,1402.19,2388.04,47.37,2388.01
8315,1588.02,1404.39,2388.02,47.39,2388.07
8316,1585.36,1404.41,2388.1,47.39,2388.04
8317,1588.28,1399.8,2388.01,47.17,2388.04
8318,1588.47,1396.92,2388.06,47.24,2388.07
8319,1586.85,1406.96,2388.04,47.28,2388.05
8320,1585.31,1400.57,2388.0,47.44,2388.04
8321,1585.79,1400.41,2388.08,47.45,2388.02
8322,1586.98,1402.42,2388.07,47.24,2388.06
8323,1589.44,1406.32,2388.04,47.45,2388.02
8324,1580.3,1399.63,2388.06,47.25,2387.95
8325,1590.43,1405.14,2388.06,47.23,2388.03
8326,1583.89,1402.46,2388.02,47.27,2388.02
8327,1585.06,1397.98,2388.01,47.46,2388.08
8328,1586.32,1409.55,2388.07,47.17,2388.06
8329,1588.36,1400.17,2388.07,47.46,2388.08
8330,1584.23,1401.12,2388.05,47.25,2388.07
8331,1588.54,1403.83,2388.06,47.26,2388.08
8332,1586.88,1400.9,2388.07,47.24,2388.03
8333,1582.73,1404.43,2388.03,47.24,2388.02
8334,1582.45,1401.48,2388.07,47.45,2387.99
8335,1578.77,1408.2,2388.1,47.19,2388.02
8336,1589.73,1401.77,2388.07,47.38,2388.03
8337,1581.92,1403.32,2388.05,47.42,2388.04
8338,1582.06,1399.16,2388.02,47.35,2388.05
8339,1584.51,1406.12,2388.07,47.34,2388.12
8340,1580.8,1402.32,2388.03,47.37,2388.01
8341,1585.34,1398.11,2387.98,47.43,2388.04
8342,1585.86,1409.21,2388.15,47.29,2388.04
8343,1585.48,1403.34,2388.07,47.37,2388.1
8344,1585.57,1399.98,2388.05,47.4,2388.01
8345,1583.97,1411.24,2388.07,47.31,2388.11
8346,1590.24,1403.07,2388.07,47.31,2388.1
8347,1588.29,1405.36,2388.02,47.41,2388.06
8348,1587.56,1408.64,2388.05,47.36,2388.09
8349,1587.85,1403.45,2388.05,47.47,2388.14
8350,1586.97,1407.02,2388.12,47.3,2388.12
8351,1591.84,1400.5,2388.07,47.42,2388.1
8352,1588.77,1404.07,2388.04,47.46,2388.08
8353,1585.17,1403.23,2388.17,47.36,2388.06
8354,1582.12,1402.84,2388.07,47.33,2388.11
8355,1584.44,1399.44,2388.04,47.33,2388.04
8356,1583.89,1393.69,2388.05,47.46,2388.05
8357,1577.56,1401.69,2388.11,47.42,2388.03
8358,1585.15,1405.57,2388.12,47.48,2388.15
8359,1583.95,1406.2,2388.04,47.35,2388.07
8360,1591.24,1405.65,2388.08,47.4,2388.08
8361,1592.55,1404.41,2388.13,47.41,2388.13
8362,1580.76,1404.92,2388.09,47.48,2388.1
8363,1590.18,1398.6,2388.09,47.27,2388.03
8364,1587.91,1405.41,2388.12,47.28,2388.14
8365,1584.45,1403.74,2388.06,47.54,2388.12
8366,1591.85,1402.12,2388.07,47.24,2388.07
8367,1584.15,1397.85,2388.11,47.58,2388.09
8368,1585.04,1411.13,2388.09,47.51,2388.11
8369,1586.4,1402.99,2388.1,47.4,2388.1
8370,1583.32,1401.2,2388.05,47.63,2388.14
8371,1582.49,1400.71,2388.1,47.39,2388.12
8372,1589.89,1407.53,2388.09,47.55,2388.06
8373,1580.98,1402.51,2388.05,47.57,2388.15
8374,1586.39,1401.37,2388.15,47.63,2388.11
8375,1591.72,1412.68,2388.12,47.55,2388.11
8376,1585.19,1411.71,2388.07,47.48,2388.1
8377,1584.45,1410.57,2388.11,47.49,2388.11
8378,1587.55,1406.15,2388.08,47.28,2388.04
8379,1585.17,1403.9,2388.08,47.31,2388.13
8380,1590.81,1407.72,2388.06,47.6,2388.13
8381,1587.43,1405.78,2388.1,47.51,2388.1
8382,1585.08,1403.53,2388.11,47.51,2388.12
8383,1587.68,1406.05,2388.08,47.62,2388.12
8384,1591.15,1413.65,2388.11,47.38,2388.09
8385,1591.63,1402.5,2388.11,47.68,2388.11
8386,1587.03,1411.24,2388.1,47.49,2388.11
8387,1585.79,1412.85,2388.13,47.64,2388.17
8388,1595.21,1411.83,2388.12,47.55,2388.06
