,s1,s2,s3,s4,target
6882,1581.79,1397.19,2388.03,47.32,2387.96
6883,1584.13,1398.08,2388.01,47.19,2387.99
6884,1587.79,1397.61,2387.96,47.09,2388.0
6885,1595.13,1394.36,2387.98,47.15,2388.0
6886,1584.28,1392.65,2387.97,47.08,2388.02
6887,1587.37,1399.88,2388.06,47.16,2387.95
6888,1582.0,1388.9,2387.99,47.26,2388.02
6889,1582.84,1393.27,2388.06,47.16,2387.99
6890,1581.5,1396.76,2387.97,47.26,2388.0
6891,1579.26,1396.19,2388.01,46.8,2387.98
6892,1578.28,1395.99,2387.98,47.25,2388.0
6893,1579.29,1398.89,2388.01,47.08,2388.01
6894,1587.95,1396.36,2387.97,47.23,2388.06
6895,1582.23,1388.15,2388.02,47.33,2388.0
6896,1578.65,1399.23,2388.01,47.2,2388.05
6897,1580.22,1394.69,2388.02,47.05,2387.99
6898,1578.84,1394.22,2388.08,47.06,2387.99
6899,1583.99,1396.0,2388.0,47.11,2388.07
6900,1581.31,1399.58,2387.97,47.06,2388.03
6901,1578.89,1397.86,2388.0,47.18,2388.01
6902,1582.7,1399.94,2387.99,47.03,2388.05
6903,1583.88,1393.6,2388.02,47.09,2387.96
6904,1594.37,1402.27,2388.03,47.17,2388.01
6905,1587.7,1392.59,2387.98,47.18,2388.02
6906,1583.85,1396.41,2387.94,47.28,2388.06
6907,1586.34,1398.57,2388.02,47.1,2387.94
6908,1585.11,1403.97,2388.04,47.24,2388.05
6909,1585.03,1393.48,2387.98,47.23,2387.98
6910,1574.0,1396.89,2388.03,47.34,2388.02
6911,1583.69,1400.77,2388.04,47.16,2388.03
6912,1581.56,1405.45,2387.99,47.25,2388.03
6913,1582.42,1397.89,2388.04,47.14,2388.05
6914,1583.72,1396.23,2387.97,47.13,2388.06
6915,1584.01,1395.27,2387.99,47.09,2388.02
6916,1582.28,1387.99,2387.99,47.08,2388.0
6917,1580.25,1403.37,2388.0,47.1,2387.98
6918,1583.79,1396.1,2388.03,47.08,2388.02
6919,1586.1,1403.46,2387.99,47.1,2387.98
6920,1588.79,1399.2,2388.04,47.26,2388.0
6921,1590.36,1393.17,2388.04,47.13,2388.02
6922,1583.78,1394.4,2388.0,47.09,2388.03
6923,1582.48,1395.62,2388.03,47.28,2387.97
6924,1586.68,1399.68,2388.05,47.34,2387.99
6925,1582.12,1389.3,2387.98,47.19,2387.93
6926,1581.71,1395.38,2388.04,47.24,2388.04
6927,1587.17,1402.88,2388.07,47.16,2388.03
6928,1581.82,1393.73,2388.04,47.23,2388.03
6929,1586.96,1398.36,2387.99,46.97,2388.04
6930,1581.45,1402.28,2387.97,47.15,2388.01
6931,1582.74,1395.31,2388.02,47.25,2387.98
6932,1578.65,1398.88,2388.0,47.19,2388.01
6933,1584.31,1400.71,2388.02,47.35,2387.98
6934,1589.28,1398.4,2387.98,47.17,2387.96
6935,1589.5,1402.74,2388.01,47.07,2388.09
6936,1578.09,1405.82,2388.03,47.4,2388.01
6937,1585.1,1409.27,2387.98,47.17,2388.04
6938,1592.82,1399.89,2388.03,47.17,2387.99
6939,1586.97,1398.64,2388.01,47.12,2388.05
6940,1594.58,1395.18,2388.0,47.24,2387.96
6941,1591.36,1399.75,2388.04,47.42,2388.01
6942,1580.75,1389.71,2388.04,47.33,2387.96
6943,1591.11,1400.95,2388.03,47.13,2387.99
6944,1586.11,1410.36,2388.02,47.29,2388.02
6945,1590.9,1409.3,2388.04,47.26,2388.02
6946,1586.55,1403.3,2388.0,47.31,2387.96
6947,1592.43,1394.3,2388.01,47.38,2388.01
6948,1582.33,1402.55,2387.95,47.12,2388.03
6949,1584.63,1396.95,2388.0,47.29,2388.03
6950,1586.74,1403.27,2388.04,47.29,2387.98
6951,1591.23,1400.24,2388.0,47.15,2387.96
6952,1579.24,1403.96,2388.06,47.18,2387.98
6953,1594.26,1400.41,2388.0,47.26,2388.01
6954,1588.5,1403.54,2388.0,47.3,2387.98
6955,1582.75,1404.11,2387.98,47.3,2388.02
6956,1580.89,1399.84,2388.05,47.34,2387.97
6957,1587.07,1404.41,2388.03,47.36,2388.04
6958,1586.43,1402.26,2388.07,47.39,2388.01
6959,1584.86,1397.3,2388.0,47.21,2388.07
6960,1588.69,1398.24,2388.05,47.23,2387.97
6961,1587.5,1398.65,2388.0,47.28,2388.02
6962,1582.23,1403.85,2388.05,47.32,2388.03
6963,1584.43,1394.94,2388.1,47.26,2388.03
6964,1590.21,1399.9,2388.05,47.21,2388.02
6965,1587.07,1405.51,2388.03,47.25,2388.03
6966,1582.65,1400.99,2388.07,47.32,2388.02
6967,1587.89,1400.92,2388.03,47.08,2388.01
6968,1590.84,1400.16,2388.02,47.4,2388.06
6969,1583.11,1407.44,2388.05,47.37,2388.01
6970,1584.48,1399.25,2387.99,47.36,2388.03
6971,1579.48,1403.0,2388.02,47.25,2388.04
6972,1585.22,1397.03,2388.02,47.16,2388.01
6973,1583.71,1404.53,2388.04,47.26,2388.06
6974,1591.87,1403.65,2388.08,47.41,2388.01
6975,1579.01,1403.19,2388.07,47.45,2388.05
6976,1594.66,1399.54,2388.07,47.46,2388.04
6977,1583.28,1404.65,2387.98,47.22,2388.08
6978,1584.18,1401.37,2388.05,47.24,2388.0
6979,1584.2,1406.85,2388.04,47.37,2388.03
6980,1583.2,1402.52,2388.03,47.18,2388.04
6981,1587.28,1398.82,2388.02,47.25,2388.06
6982,1584.37,1403.13,2388.03,47.33,2388.07
6983,1587.39,1401.74,2388.07,47.23,2388.06
6984,1585.46,1398.19,2388.1,47.3,2388.08
6985,1588.0,1398.38,2388.0,47.52,2388.01
6986,1584.22,1399.33,2388.07,47.36,2388.04
6987,1586.14,1399.55,2388.04,47.32,2388.01
6988,1587.26,1399.95,2388.04,47.28,2388.08
6989,1581.77,1407.13,2388.01,47.49,2388.09
6990,1588.56,1407.33,2388.09,47.2,2388.04
6991,1584.59,1402.1,2387.99,47.42,2388.03
6992,1579.69,1402.45,2388.08,47.43,2388.04
6993,1584.61,1400.02,2388.05,47.32,2388.05
6994,1589.88,1398.37,2388.03,47.13,2388.04
6995,1590.72,1411.1,2388.06,47.33,2388.02
6996,1582.93,1399.87,2388.04,47.48,2388.09
6997,1583.07,1408.83,2388.05,47.47,2388.05
6998,1584.45,1400.58,2388.04,47.39,2388.05
6999,1584.1,1401.21,2388.06,47.36,2388.07
7000,1587.92,1402.12,2388.07,47.22,2388.06
7001,1587.08,1400.64,2388.05,47.25,2388.07
7002,1588.5,1395.55,2388.07,47.3,2388.03
7003,1584.67,1403.15,2388.07,47.37,2388.04
7004,1586.48,1398.31,2388.06,47.3,2388.04
7005,1587.52,1400.12,2388.06,47.44,2387.98
7006,1586.66,1399.22,2388.0,47.29,2388.07
7007,1589.28,1400.35,2388.06,47.48,2388.07
7008,1585.44,1401.34,2388.12,47.37,2388.02
7009,1586.57,1395.25,2388.02,47.47,2388.03
7010,1584.69,1399.77,2388.06,47.43,2388.08
7011,1587.06,1408.83,2387.97,47.29,2388.04
7012,1580.48,1397.81,2388.08,47.47,2388.05
7013,1590.28,1396.13,2388.06,47.35,2388.06
7014,1583.36,1402.65,2388.09,47.39,2388.01
7015,1580.94,1401.32,2388.04,47.26,2388.02
7016,1586.35,1405.35,2388.12,47.26,2388.06
7017,1590.75,1398.74,2388.08,47.49,2388.04
7018,1586.77,1398.37,2388.02,47.28,2388.0
7019,1584.48,1398.32,2388.03,47.5,2388.02
7020,1583.55,1401.16,2388.09,47.33,2388.05
7021,1589.17,1404.81,2388.06,47.23,2388.06
7022,1586.16,1398.15,2388.02,47.53,2388.07
7023,1586.05,1394.57,2388.01,47.21,2388.05
7024,1584.89,1403.01,2388.05,47.41,2388.07
7025,1578.89,1403.39,2388.07,47.56,2388.05
7026,1589.52,1404.53,2388.11,47.36,2388.07
7027,1584.94,1400.36,2388.14,47.45,2388.08
7028,1594.9,1404.98,2388.12,47.54,2388.04
7029,1590.05,1410.95,2388.05,47.2,2388.05
7030,1581.51,1405.26,2388.03,47.31,2388.07
7031,1589.08,1402.64,2388.08,47.39,2388.14
7032,1589.55,1400.6,2388.13,47.28,2388.05
7033,1587.49,1403.46,2388.07,47.16,2388.07
7034,1586.58,1401.69,2387.98,47.37,2388.07
7035,1585.71,1399.39,2388.07,47.23,2388.01
7036,1581.82,1408.51,2388.0,47.32,2388.07
7037,1590.58,1406.15,2388.07,47.27,2388.07
7038,1590.08,1396.39,2388.07,47.58,2388.1
7039,1585.09,1399.32,2388.03,47.39,2388.05
7040,1585.42,1408.86,2388.03,47.33,2388.08
7041,1584.48,1403.52,2388.12,47.48,2388.01
7042,1593.63,1402.73,2387.96,47.39,2388.06
7043,1587.98,1396.39,2388.04,47.44,2388.07
7044,1590.61,1402.31,2388.05,47.52,2388.08
7045,1591.09,1409.58,2388.07,47.39,2388.09
7046,1592.06,1407.15,2388.01,47.32,2388.11
7047,1586.01,1406.28,2388.04,47.35,2388.05
7048,1587.43,1404.0,2388.05,47.38,2388.12
7049,1589.42,1404.49,2388.09,47.31,2388.05
7050,1589.51,1403.37,2388.1,47.53,2388.01
7051,1588.01,1405.86,2388.05,47.34,2388.11
7052,1594.2,1407.98,2388.05,47.39,2388.06
7053,1589.59,1414.57,2388.04,47.18,2388.06
7054,1585.91,1398.76,2388.06,47.4,2388.08
7055,1592.87,1396.69,2388.02,47.35,2388.06
7056,1593.52,1406.86,2388.05,47.29,2387.99
7057,1589.69,1404.93,2388.06,47.26,2388.07
7058,1588.41,1408.25,2388.09,47.38,2388.02
7059,1582.19,1407.58,2388.04,47.53,2388.03
7060,1585.5,1403.37,2388.05,47.36,2388.06
7061,1582.19,1401.9,2388.07,47.46,2388.06
7062,1584.46,1401.5,2388.12,47.3,2388.06
7063,1586.67,1407.53,2388.06,47.19,2388.08
7064,1590.47,1397.91,2388.09,47.27,2388.04
7065,1592.76,1400.69,2388.05,47.25,2388.09
7066,1591.76,1408.29,2388.1,47.28,2388.08
7067,1585.58,1412.97,2388.05,47.46,2388.07
7068,1583.04,1402.3,2388.05,47.5,2388.11
7069,1585.68,1399.63,2388.09,47.5,2388.04
7070,1586.68,1412.08,2388.12,47.5,2388.14
7071,1583.56,1402.91,2388.11,47.6,2388.1
7072,1595.3,1410.47,2388.1,47.47,2388.15
7073,1591.58,1419.77,2388.14,47.81,2388.18
7074,1598.45,1406.45,2388.15,47.74,2388.11
7075,1589.77,1412.88,2388.12,47.64,2388.13
7076,1586.93,1407.83,2388.13,47.63,2388.12
7077,1589.71,1412.61,2388.2,47.53,2388.09
7078,1581.47,1402.83,2388.13,47.41,2388.15
7079,1592.88,1412.62,2388.15,47.68,2388.12
7080,1584.52,1411.98,2388.13,47.73,2388.12
7081,1589.25,1411.8,2388.15,47.46,2388.13
7082,1589.03,1408.56,2388.1,47.66,2388.09
7083,1588.01,1416.32,2388.16,47.49,2388.14
7084,1590.59,1407.66,2388.12,47.59,2388.15
7085,1582.67,1409.47,2388.13,47.63,2388.2
7086,1586.7,1405.41,2388.13,47.62,2388.08
7087,1590.48,1404.65,2388.13,47.65,2388.13
7088,1591.5,1410.19,2388.17,47.55,2388.09
7089,1583.05,1409.04,2388.12,47.52,2388.14
7090,1581.41,1415.23,2388.16,47.62,2388.17
7091,1588.87,1406.68,2388.13,47.58,2388.17
7092,1592.45,1399.78,2388.19,47.68,2388.17
7093,1588.94,1408.61,2388.14,47.56,2388.16
7094,1587.61,1410.4,2388.07,47.65,2388.15
7095,1591.84,1413.12,2388.15,47.62,2388.19
7096,1594.06,1411.49,2388.14,47.41,2388.1
7097,1592.72,1406.05,2388.16,47.45,2388.11
7098,1587.47,1413.28,2388.11,47.72,2388.1
7099,1593.66,1399.86,2388.14,47.53,2388.14
7100,1591.58,1407.31,2388.1,47.5,2388.17
7101,1598.22,1405.75,2388.17,47.48,2388.12
7102,1595.63,1414.02,2388.16,47.52,2388.12
7103,1584.0,1407.67,2388.12,47.52,2388.18
7104,1587.86,1409.11,2388.17,47.55,2388.16
7105,1576.96,1411.76,2388.13,47.71,2388.11
7106,1587.37,1415.39,2388.1,47.56,2388.12
7107,1588.48,1408.65,2388.16,47.52,2388.16
7108,1593.67,1407.42,2388.12,47.59,2388.21
7109,1593.62,1410.24,2388.15,47.84,2388.16
7110,1593.4,1417.05,2388.15,47.54,2388.14
7111,1589.21,1414.91,2388.16,47.58,2388.1
7112,1591.58,1410.33,2388.14,47.54,2388.18
7113,1592.0,1407.84,2388.1,47.64,2388.21
7114,1596.68,1407.31,2388.14,47.57,2388.14
7115,1589.26,1409.03,2388.15,47.57,2388.1
7116,1583.26,1403.82,2388.14,47.35,2388.14
7117,1588.44,1411.98,2388.13,47.48,2388.18
7118,1584.3,1415.82,2388.13,47.72,2388.17
7119,1595.81,1407.97,2388.15,47.69,2388.19
7120,1590.08,1405.61,2388.13,47.53,2388.15
7121,1581.18,1408.47,2388.13,47.75,2388.14
7122,1599.67,1413.21,2388.16,47.53,2388.1
7123,1594.11,1410.82,2388.2,47.52,2388.19
7124,1592.87,1413.8,2388.16,47.67,2388.17
7125,1588.72,1405.79,2388.12,47.56,2388.11
7126,1589.06,1419.43,2388.15,47.58,2388.16
7127,1593.0,1414.48,2388.18,47.61,2388.12
7128,1591.8,1412.18,2388.13,47.64,2388.12
7129,1599.82,1418.16,2388.1,47.53,2388.13
7130,1593.17,1410.88,2388.2,47.61,2388.12
7131,1583.89,1410.88,2388.18,47.51,2388.13
7132,1592.9,1415.12,2388.2,47.75,2388.15
7133,1582.98,1404.54,2388.12,47.66,2388.11
7134,1590.46,1420.25,2388.16,47.61,2388.18
7135,1589.27,1414.52,2388.19,47.66,2388.14
7136,1602.69,1413.47,2388.18,47.65,2388.14
7137,1592.99,1417.03,2388.13,47.68,2388.11
7138,1592.73,1417.11,2388.15,47.74,2388.15
7139,1591.57,1420.02,2388.12,47.58,2388.15
7140,1596.87,1414.7,2388.18,47.56,2388.18
7141,1597.01,1416.38,2388.16,47.62,2388.17
7142,1584.22,1412.52,2388.18,47.57,2388.16
7143,1597.08,1413.93,2388.14,47.71,2388.19
7144,1585.85,1416.21,2388.2,47.59,2388.18
7145,1588.85,1409.11,2388.19,47.56,2388.21
7146,1586.74,1423.85,2388.21,47.6,2388.14
7147,1594.1,1414.49,2388.16,47.78,2388.2
7148,1587.2,1413.51,2388.16,47.81,2388.17
7149,1602.45,1409.77,2388.17,47.73,2388.12
7150,1592.91,1415.77,2388.12,47.63,2388.21
7151,1591.23,1407.45,2388.18,47.69,2388.17
7152,1596.13,1413.61,2388.22,47.82,2388.19
7153,1596.81,1412.53,2388.22,47.59,2388.18
7154,1596.4,1414.74,2388.22,47.79,2388.18
7155,1590.56,1409.77,2388.14,47.77,2388.16
7156,1590.4,1414.98,2388.21,47.59,2388.22
7157,1596.54,1421.28,2388.12,47.77,2388.18
7158,1597.42,1416.92,2388.18,47.79,2388.13
7159,1594.13,1419.55,2388.13,47.7,2388.17
7160,1590.66,1417.04,2388.17,47.55,2388.2
7161,1591.15,1417.03,2388.11,47.77,2388.25
7162,1594.35,1422.33,2388.16,47.5,2388.17
7163,1594.4,1421.87,2388.17,47.76,2388.2
7164,1584.47,1418.1,2388.19,47.9,2388.18
7165,1598.36,1407.65,2388.2,47.96,2388.2
7166,1595.04,1417.4,2388.19,47.82,2388.16
7167,1593.25,1413.7,2388.17,47.73,2388.23
7168,1594.96,1417.65,2388.14,47.68,2388.18
7169,1596.27,1413.6,2388.18,47.76,2388.2
7170,1588.76,1410.3,2388.19,47.73,2388.23
7171,1590.16,1413.6,2388.19,47.61,2388.14
7172,1594.98,1402.12,2388.19,47.83,2388.19
7173,1592.55,1413.67,2388.19,47.59,2388.21
7174,1597.23,1416.84,2388.14,47.64,2388.22
7175,1598.02,1416.4,2388.19,47.7,2388.21
7176,1596.94,1416.77,2388.16,47.62,2388.24
7177,1591.96,1416.64,2388.23,47.72,2388.24
7178,1601.37,1414.8,2388.21,47.69,2388.18
7179,1597.94,1407.62,2388.17,47.84,2388.22
7180,1593.89,1416.84,2388.21,47.78,2388.23
7181,1594.95,1415.81,2388.18,47.99,2388.16
7182,1593.08,1415.19,2388.16,47.88,2388.23
7183,1589.77,1423.65,2388.26,48.03,2388.19
7184,1596.67,1415.75,2388.23,47.71,2388.2
7185,1594.92,1423.31,2388.26,47.77,2388.24
7186,1595.39,1429.85,2388.2,47.89,2388.18
7187,1592.54,1415.36,2388.21,47.86,2388.23
7188,1596.76,1419.39,2388.18,47.83,2388.25
7189,1598.12,1417.86,2388.19,47.81,2388.22
7190,1596.95,1418.97,2388.24,47.96,2388.26
7191,1599.47,1422.15,2388.18,47.89,2388.23
7192,1604.08,1422.57,2388.21,47.94,2388.25
7193,1599.36,1415.87,2388.24,47.86,2388.19
7194,1595.17,1421.51,2388.22,48.07,2388.13
7195,1592.21,1423.74,2388.26,47.74,2388.21
7196,1597.14,1412.42,2388.25,48.18,2388.27
7197,1595.25,1425.38,2388.23,47.91,2388.26
7198,1591.31,1427.42,2388.18,47.86,2388.2
7199,1597.66,1420.83,2388.25,47.91,2388.19
7200,1603.53,1415.67,2388.3,48.04,2388.26
7201,1591.31,1425.66,2388.28,47.9,2388.21
7202,1589.96,1428.12,2388.26,47.92,2388.24
7203,1596.19,1426.32,2388.28,47.99,2388.32
7204,1598.02,1420.08,2388.26,47.98,2388.23
7205,1598.6,1416.85,2388.23,48.02,2388.23
7206,1580.43,1404.95,2388.1,47.42,2388.09
7207,1586.22,1403.22,2388.03,47.52,2388.09
7208,1579.2,1405.96,2388.1,47.46,2388.09
7209,1587.64,1407.08,2388.08,47.5,2388.07
7210,1581.67,1405.28,2388.04,47.6,2388.14
7211,1587.31,1405.66,2388.09,47.54,2388.1
7212,1586.6,1406.88,2388.12,47.25,2388.03
7213,1596.11,1403.29,2388.09,47.48,2388.06
7214,1584.86,1405.86,2388.02,47.6,2388.11
7215,1589.0,1402.96,2388.1,47.36,2388.05
7216,1595.18,1399.28,2388.07,47.38,2388.09
7217,1586.07,1406.42,2388.03,47.5,2388.17
7218,1587.43,1404.71,2388.07,47.38,2388.07
7219,1592.5,1400.63,2388.06,47.51,2388.11
7220,1589.55,1401.8,2388.08,47.45,2388.1
7221,1586.92,1397.96,2388.09,47.49,2388.11
7222,1580.98,1398.64,2388.08,47.35,2388.08
7223,1584.4,1414.06,2388.11,47.52,2388.13
7224,1585.65,1401.89,2388.14,47.41,2388.09
7225,1585.01,1404.74,2388.03,47.32,2388.1
7226,1583.1,1411.08,2388.11,47.52,2388.08
7227,1583.86,1406.28,2388.13,47.47,2388.07
7228,1589.19,1407.83,2388.08,47.36,2388.08
7229,1588.09,1407.69,2388.1,47.44,2388.06
7230,1584.18,1410.95,2388.04,47.49,2388.07
7231,1593.99,1403.23,2388.09,47.43,2388.08
7232,1581.3,1401.5,2388.08,47.39,2388.11
7233,1588.81,1407.83,2388.09,47.47,2388.07
7234,1587.93,1402.07,2388.06,47.3,2388.15
7235,1590.57,1408.49,2388.06,47.33,2388.05
7236,1585.84,1412.9,2388.11,47.36,2388.12
7237,1579.15,1410.59,2388.12,47.47,2388.06
7238,1588.38,1407.63,2388.11,47.54,2388.11
7239,1594.68,1407.61,2388.09,47.58,2388.14
7240,1586.62,1400.61,2388.1,47.51,2388.11
7241,1589.91,1399.25,2388.12,47.49,2388.13
7242,1591.98,1411.36,2388.09,47.5,2388.07
7243,1592.33,1401.07,2388.11,47.35,2388.04
7244,1593.46,1403.46,2388.13,47.46,2388.1
7245,1586.33,1405.73,2388.09,47.63,2388.1
7246,1588.94,1413.55,2388.04,47.35,2388.13
7247,1582.9,1409.51,2388.1,47.46,2388.1
7248,1597.46,1398.07,2388.1,47.4,2388.15
7249,1588.13,1410.49,2388.07,47.47,2388.08
7250,1588.38,1412.4,2388.13,47.52,2388.11
7251,1592.66,1406.31,2388.07,47.69,2388.11
7252,1593.6,1413.4,2388.14,47.39,2388.04
7253,1583.0,1407.32,2388.12,47.59,2388.16
7254,1589.79,1408.98,2388.15,47.48,2388.11
7255,1596.0,1402.03,2388.12,47.43,2388.11
7256,1587.45,1406.24,2388.09,47.52,2388.06
7257,1591.97,1401.69,2388.11,47.42,2388.07
7258,1585.39,1400.52,2388.1,47.5,2388.12
7259,1590.15,1392.41,2388.12,47.29,2388.12
7260,1595.18,1399.41,2388.15,47.41,2388.1
7261,1588.56,1410.97,2388.09,47.54,2388.04
7262,1590.09,1406.88,2388.13,47.47,2388.14
7263,1592.32,1400.01,2388.05,47.4,2388.06
7264,1588.38,1404.99,2388.12,47.63,2388.05
7265,1592.76,1402.87,2388.11,47.4,2388.09
7266,1588.63,1402.65,2388.06,47.19,2388.13
7267,1593.17,1412.94,2388.05,47.46,2388.05
7268,1588.46,1403.83,2388.06,47.57,2388.13
7269,1586.34,1398.03,2388.16,47.23,2388.1
7270,1597.49,1401.1,2388.15,47.48,2388.1
7271,1594.39,1412.07,2388.08,47.48,2388.11
7272,1590.04,1407.69,2388.08,47.66,2388.14
7273,1587.11,1403.49,2388.15,47.55,2388.06
7274,1591.98,1412.21,2388.08,47.46,2388.07
7275,1583.79,1404.96,2388.05,47.52,2388.13
7276,1588.46,1401.7,2388.1,47.35,2388.09
7277,1585.62,1406.35,2388.14,47.4,2388.16
7278,1588.62,1403.82,2388.11,47.36,2388.08
7279,1587.43,1413.25,2388.06,47.48,2388.06
7280,1590.75,1405.46,2388.11,47.41,2388.11
7281,1587.25,1400.88,2388.12,47.52,2388.1
7282,1590.51,1404.48,2388.14,47.22,2388.02
7283,1577.77,1400.73,2388.12,47.23,2388.07
7284,1587.44,1402.41,2388.08,47.6,2388.12
7285,1581.29,1404.76,2388.09,47.39,2388.11
7286,1590.19,1405.43,2388.11,47.59,2388.09
7287,1590.95,1407.78,2388.08,47.32,2388.08
7288,1592.86,1407.98,2388.13,47.33,2388.09
7289,1595.51,1407.02,2388.08,47.6,2388.13
7290,1589.41,1404.9,2388.04,47.51,2388.05
7291,1589.39,1412.5,2388.12,47.35,2388.16
7292,1586.11,1403.76,2388.11,47.56,2388.17
7293,1584.26,1413.22,2388.09,47.33,2388.09
7294,1585.57,1410.39,2388.06,47.42,2388.1
7295,1586.37,1407.7,2388.12,47.36,2388.15
7296,1588.08,1407.05,2388.14,47.56,2388.09
7297,1596.83,1406.22,2388.08,47.52,2388.04
7298,1585.94,1407.42,2388.14,47.62,2388.14
7299,1593.99,1403.64,2388.14,47.41,2388.14
7300,1581.72,1401.09,2388.16,47.6,2388.12
7301,1588.59,1410.95,2388.08,47.46,2388.11
7302,1588.47,1413.07,2388.11,47.68,2388.05
7303,1589.23,1409.36,2388.12,47.61,2388.09
7304,1588.63,1404.33,2388.1,47.59,2388.07
7305,1586.89,1404.61,2388.11,47.44,2388.12
7306,1584.56,1406.83,2388.14,47.51,2388.12
7307,1588.7,1403.03,2388.09,47.42,2388.14
7308,1589.88,1403.41,2388.09,47.47,2388.03
7309,1587.84,1415.52,2388.11,47.51,2388.15
7310,1586.8,1406.28,2388.08,47.4,2388.15
7311,1588.45,1410.93,2388.17,47.7,2388.13
7312,1593.46,1411.47,2388.11,47.38,2388.1
7313,1594.47,1410.19,2388.12,47.54,2388.16
7314,1585.16,1409.76,2388.06,47.53,2388.06
7315,1591.01,1404.48,2388.11,47.42,2388.08
7316,1583.84,1407.5,2388.09,47.39,2388.15
7317,1592.32,1404.6,2388.05,47.42,2388.14
7318,1590.85,1413.94,2388.16,47.4,2388.14
7319,1585.74,1407.87,2388.14,47.57,2388.14
7320,1589.55,1410.35,2388.09,47.61,2388.12
7321,1585.38,1414.98,2388.11,47.61,2388.12
7322,1590.33,1416.74,2388.14,47.59,2388.14
7323,1588.15,1400.81,2388.15,47.49,2388.09
7324,1592.28,1404.29,2388.16,47.47,2388.11
7325,1585.33,1412.62,2388.08,47.57,2388.14
7326,1587.03,1403.46,2388.08,47.38,2388.1
7327,1589.67,1406.33,2388.14,47.51,2388.08
7328,1583.64,1412.3,2388.08,47.62,2388.09
7329,1588.61,1409.17,2388.12,47.45,2388.14
7330,1587.68,1403.81,2388.13,47.67,2388.11
7331,1594.78,1404.93,2388.11,47.69,2388.09
7332,1584.9,1411.77,2388.09,47.61,2388.11
7333,1589.1,1407.36,2388.14,47.43,2388.09
7334,1588.59,1405.99,2388.13,47.56,2388.12
7335,1592.86,1407.12,2388.12,47.37,2388.11
7336,1591.16,1407.91,2388.21,47.66,2388.09
7337,1589.47,1411.07,2388.12,47.54,2388.15
7338,1594.96,1406.42,2388.1,47.55,2388.18
7339,1585.95,1405.22,2388.12,47.49,2388.13
7340,1589.16,1404.58,2388.08,47.65,2388.17
7341,1588.98,1402.44,2388.09,47.46,2388.11
7342,1602.58,1410.85,2388.06,47.61,2388.15
7343,1586.29,1404.49,2388.21,47.55,2388.12
7344,1584.59,1410.54,2388.14,47.61,2388.14
7345,1595.55,1400.24,2388.1,47.7,2388.18
7346,1603.58,1413.21,2388.1,47.54,2388.19
7347,1593.17,1410.68,2388.18,47.56,2388.14
7348,1592.72,1411.55,2388.11,47.59,2388.13
7349,1594.24,1409.9,2388.12,47.45,2388.09
7350,1591.34,1411.36,2388.13,47.57,2388.12
7351,1586.7,1408.66,2388.09,47.64,2388.09
7352,1588.77,1412.7,2388.11,47.63,2388.13
7353,1589.37,1409.54,2388.09,47.7,2388.15
7354,1592.82,1417.55,2388.12,47.51,2388.1
7355,1591.63,1408.02,2388.09,47.55,2388.13
7356,1590.65,1412.53,2388.11,47.59,2388.06
7357,1598.02,1407.62,2388.13,47.58,2388.16
7358,1591.22,1402.58,2388.15,47.52,2388.14
7359,1592.83,1414.08,2388.11,47.66,2388.11
7360,1589.88,1411.04,2388.09,47.6,2388.14
7361,1589.5,1410.2,2388.13,47.46,2388.12
7362,1589.47,1411.33,2388.18,47.63,2388.14
7363,1589.96,1414.02,2388.1,47.37,2388.12
7364,1585.46,1416.36,2388.08,47.66,2388.15
7365,1590.38,1411.95,2388.11,47.59,2388.19
7366,1589.01,1397.36,2388.03,47.15,2388.07
7367,1584.33,1404.24,2388.03,47.13,2388.09
7368,1582.82,1408.29,2388.07,47.35,2388.04
7369,1587.91,1400.01,2388.08,47.32,2388.04
7370,1581.15,1404.09,2388.08,47.17,2388.03
7371,1587.92,1405.81,2388.11,47.34,2388.05
7372,1583.88,1396.43,2388.06,47.22,2388.01
7373,1585.78,1408.02,2388.06,47.2,2388.05
7374,1587.58,1401.31,2388.01,47.29,2388.03
7375,1586.16,1402.15,2388.06,47.41,2388.0
7376,1585.07,1400.88,2388.06,47.33,2388.12
7377,1587.87,1396.7,2388.08,47.32,2388.06
7378,1584.27,1400.91,2388.03,47.36,2388.05
7379,1581.21,1395.05,2388.08,47.38,2388.07
7380,1582.2,1399.91,2388.03,47.21,2388.14
7381,1586.76,1405.3,2388.1,47.1,2388.07
7382,1594.94,1400.24,2388.1,47.21,2388.09
7383,1592.22,1408.68,2388.09,47.34,2388.02
7384,1584.23,1406.51,2388.05,47.41,2388.03
7385,1588.24,1401.84,2388.05,47.3,2388.03
7386,1584.03,1398.55,2388.09,47.34,2388.04
7387,1586.38,1401.46,2388.03,47.28,2388.1
7388,1580.41,1396.43,2387.99,47.28,2388.1
7389,1585.19,1396.16,2388.02,47.43,2388.0
7390,1587.02,1400.66,2388.02,47.22,2388.1
7391,1587.56,1402.97,2388.05,47.64,2388.02
7392,1584.75,1395.35,2388.06,47.22,2388.11
7393,1588.38,1398.16,2388.07,47.25,2388.07
7394,1587.02,1401.06,2388.06,47.18,2388.1
7395,1586.3,1401.14,2388.1,47.26,2388.06
7396,1587.1,1400.89,2388.04,47.32,2388.08
7397,1588.59,1401.77,2388.04,47.2,2388.07
7398,1585.74,1396.02,2388.08,47.42,2387.98
